target,text
0,mm i love mornings going to fall asleepppp
0,im jealous no topmans here in hong kong
0,failed
0,i am so bored
1,ne kommunikations und multimediadesign
0,and apologies for being this spiky but i have just had the most godawful week at the office and im guaranteed a job
1,exactely but the absolutely best way to celebrate would be a mcfly concert
1,bbloff to have my mommys day breakfast
0,bugga just what you dont need
1,morning oh dear you are not having a good couple of days are you xxx
1,bed i need rest for my intense bikini pong tournament tomorrow with the bff ohhh the things we come up with to keep busy
1,only one week and a few days till my geo class hits the road towards yellowstone i really gotta finish that research paper first tho
1,feelin fresh out the shower
1,what did she just tweet haha im not on computer i get updates on my phone jb has my lt
0,me fuckin arund at the park lkin dumb when i shulda been gettin my eyebrwsz dne
0,finally going to sleep after washing an ungodly amound of disheshuh
1,never mind it works now
1,chillin a lil bored listening to music im loving that birthday sex song
1,i lt ren amp stimpy
1,your pops made jamie foxx sit down through a whole texas country concert i think your definitely gonna win
0,is home sick about to eat in n out yay but im going to miss out on church tonight ahww
0,at the drs i dont like
0,owie owie owie ipod just turned off by itself then burst my eardrums when it came back on
0,hows that so
0,ive got to goo lunch is ready see u i love my buddieeee lol
1,sydney uni vodafone app for iphone winner runners up congrats amp enjoy ur iphones
1,another glorious day in manchester proving that it doesnt always rain here
1,hahaha good luck i wish i could care that much about what i wore im so lazy
0,the internet is sooo slow i want to watch the vids already
0,just got home from checking out the broadwater mariner resort its definately what geraldton needs love it i want to buy one
0,is working late tonight again
1,yeah true i think the only ones who nailed a brit accent were renee zelleweger and gwyneth paltrow
0,r u gettin rid of the clio i never saw it what r u getting next amp can we go blasting round the estate playin tartan techno
1,chikfila the food after having hands in your mouth for an hour
0,just discovered her beta fish of a year buddy passed away
0,another early night
1,imagination is no substitute for vacation memories and experiences
0,whack ass miamiits pouring
1,be back later twitterville eatin ice cream
1,says that is a nice head lol
0,im laying in bed at am and i cant sleep so im slightly pissed off man im going to be so tired for school tomorrow
0,just attended a work potluck and ate some spoiled fruit pray my tummy
1,really good things to wake up to
1,why you have to be so perfect believe me fletcher is a very sexy namee and very english too no problem on it
1,cant handle those chicago dogsi need ketchup
0,ha i was right
1,you are welcome if you need any more help just tweet
0,i have a really bad headache
1,liger is my older brother
0,is exhausted and will be packing all day tomorrow as well as going to the apple store to get my disk drive replaced again
1,impressive how quick i can make a mess of a room wow
1,happy birthday to u happy birthday to u happy birthday dear wootaholic happy birthday to u if u were here i would sing
1,omg makes a long time xdjust finish school until next year
0,why would you do that
1,thank you for joining me for cocktails at az had a fab time ii oh no kind sir thank you
1,at mikes show having a great time
1,hey there twittering is addictivein good way
0,sucks when u think your appointment is at but is really at i could have got a whole extra hour of much needed sleep
0,aahah aye sitting watching some brainiac man cannny sleep and have work in hours
0,shit light is gone again in this heatit is terrible
0,my limo driver would know where to go but he is on holidays
1,its on nexonnet right imma try it
0,got stood up again
1,next excuse im too lazy
0,not feeling today twitter world
0,morning sickness is the worst feel really rough and i dont like it
0,wow its already after in the morning i need to be going to bed soon
1,row row row your boatwow we are getting some awesome rain except for the getting up and coming to work part ugggh
1,freedom tastes so sweet
0,ok now im fuckin pissed
1,thats not exactly a difficult task kid
1,watching beetle juice love it
1,gmornin good luck with the moving especially if you hate it as much as i do
0,im an aunt todayhe came way too early pounds ounces
1,still singing quota little too not over youquot
0,awww hun u tired or something else need a big squishy hug only months and days to go
1,i jst got you up to again u owe me big time
0,can you tell us what it was now
0,my sister just ripped my heart outta myy fukkn chest im super hurt right now shes all i ever needed in this life
0,saw dr leslie tay of ieatishootipost today but didnt get a nice shot with him
0,ragnarians have a great breakfast wish i could be there being left out blows lets do a cookout together when im back from dc
0,i think im still drunk
0,and i have the same stylist barfiness was not in the ahir but had to do with a bad reaction to an antibiotic
1,yes my sims just came yaaaay for sims
1,good movie saw it last night
1,you shouldnt be worry think about the time your nephew will enter twitter and be amazed he had an intelligent conv with u
1,oh wow for real dramatic of course i care
1,one for you bee
0,im home ill from school whats every one else doing then its sunny and cloudy here in cornwall but the cloudshouldpass
